DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
6/23/09 03:15	Anniston	AL	Unknown	almost 2 hours	UFO Spotted Over Atlanta	8/5/09	33.6598257,-85.8316318	
5/17/09 11:00	Jasper	AL	Cigar	10 minutes approx.	Cigar shaped, iridescent craft. Soundless...seen over Jasper,AL	6/9/09	33.8516112,-87.272233	
5/3/09 20:51	Pell City	AL	Unknown	20 MIN	RED LIGHT FLYING BACK AND FORTH FROM EAST HORIZON  TO WEST HORIZON  VERY HIGH UP.	5/12/09	33.5862149,-86.2860888	
3/24/09 20:26	Montevallo	AL	Triangle	2 minutes	slow moving triangle with red and white lights	4/14/09	33.1133293,-86.849955	
2/25/09 20:00	Tuscaloosa	AL	Sphere	30 seconds	bright blue sphere hovering for over 20 seconds before bolting	3/19/09	33.2098407,-87.5691735	
2/16/09 18:50	Dothan	AL	Triangle	15 seconds	three white lights in v formation until they blended in with the rest of the stars.	3/19/09	31.2232313,-85.3904889	
2/12/09 23:30	Rehobeth	AL	Triangle	2min	Triangle Shaped UFO spotted by six in rural Alabama	3/19/09	31.1248098,-85.438583	
2/5/09 17:15	Madison	AL	Other	5 minutes	Plane hoovering over Heritage Elementary School on County Line Rd.	3/19/09	34.7099951,-86.751702	
2/4/09 07:00	North Mobile County	AL	Cigar	10 seconds	just at sun up at or near 7a.m. clear blue sky no clouds and a truly cigar shaped object that looked white to me like a belly of a fuel	3/19/09	30.6943566,-88.0430541	
1/15/09 18:15	Birmingham	AL	Light	40 minutes	Strange light(s) in the sky over Birmingham, Alabama for  2 consecutive days	3/19/09	33.5206608,-86.80249	
1/9/09 09:00	Huntsville	AL	Other	4 minutes	A "parked" 737 in the sky accompanied by an orb	1/10/09	34.7303688,-86.5861037	
12/21/08 19:30	Citronelle	AL	Sphere	30 seconds	Chrome Sphere and mind control?	1/10/09	31.0957034,-88.24756	
12/14/08 02:00	Anniston	AL	Light	20 min	1 bright light was seen North North west of location near 431/Bynum Leatherwood road. The light was motionless for about 18 min and the	1/10/09	33.6598257,-85.8316318	
12/5/08 21:40	Ashville	AL	Unknown	still ongoing @ 22:24	Srange lights/unknown craft observed in E/ESE sky of NorthEastern St.Clair Co. on night of 12/05/2008. ((NUFORC Note:  Sirius??  PD))	1/10/09	33.8338331,-86.269972	
11/24/08 19:00	Phenix City & Columbus,Ga	AL	Light	5 minutes	Many slow moving lights moving in the same direction crossing two cities.	1/10/09	11/19/08 22:10	Tuscaloosa	AL	Cigar	2 seconds	large blue bullet shaped object crossing sky of tuscaloosa alabama	1/10/09	33.2098407,-87.5691735	
11/18/08 07:40	Prattville	AL	Disk	8-10 seconds	I saw a bright reflection fairly low in the sky.  The reflection was in the shape of a disc.  It hovered for a few seconds and then dis	1/10/09	32.4599328,-86.45922	
11/3/08 21:00	Fairview	AL	Sphere	4-5 seconds	Giant green light appears ,drops and disappears.	1/10/09	34.2473868,-86.683419	
11/2/08 23:00	Daphne	AL	Unknown	30 minutes or more	Blue/Red/Green flashing object above Mobile, Al.  ((NUFORC Note:  Sirius?  PD))	1/10/09	30.6296718,-87.889063	
10/31/08 16:27	Mountain Brook	AL	Oval		Six U.F.O's heading to the same spot blasted by over our heads.	1/10/09	33.4870283,-86.740192	
10/30/08 06:05	Montgomery	AL	Unknown	4 minutes	Lights move from NE to SW above Montgomery AL	1/10/09	32.3668052,-86.2999689	
10/18/08 01:00	Gardendale	AL	Sphere	more than 20 minutes	The object was sphere shaped and changed colors.  ((NUFORC Note:  Possible "twinkling" star.  PD))	10/31/08	33.666879,-86.805474	
10/9/08 12:24	Auburn	AL	Circle	10-12 seconds	two circuler crafts hovered for about 10 seconds then dissapeared.	10/31/08	32.6107509,-85.486893	
10/1/08 21:00	Wellington	AL	Light	minutes	a light over the mountain	10/31/08	33.8225999,-85.8927457	
10/1/08 11:00	Pell City	AL	Cigar	5 Min.	Very high, cigar shaped UFO moving at incredible speeds.	12/12/09	33.5862149,-86.2860888	
9/26/08 19:30	Bay Minette	AL	Light	1 to 1.5 minutes	Bright light, appeard to be falling star in Southern Sky, fell then stopped, ocillated, changed direction and accelerated out of sight.	10/31/08	30.8827991,-87.777434	
9/4/08 06:15	Eldridge	AL	Diamond	0.5  seconds	09/04/08  eldridge,al diamond object  0.5 seconds	10/31/08	33.9220177,-87.620108	
8/28/08 22:30	Leighton	AL	Fireball	2 SECONDS	round ball of light	10/31/08	34.6986249,-87.529115	
8/27/08 01:26	Anniston	AL	Circle	5 seconds	It was circular and was in a cylindrical tube of blue light.	10/31/08	33.6598257,-85.8316318	
8/19/08 05:10	Sylacauga	AL	Unknown	around 10 seconds	3 sets of burnt orange "headlights" moving as though in convoy	10/31/08	33.1762577,-86.260547	
8/17/08 00:00	Gadsden	AL	Teardrop	dark	me and my dad were sitting on our deck talking and then these two bright orange and green lights appeared first we thought we were seei	10/31/08	34.0092703,-86.015175	
8/11/08 02:15	Petersville	AL	Triangle	45 min	A three lighted object seems to be surveying north Alabama.	8/12/08	34.8769526,-87.697166	
7/15/08 21:00	Scottsboro	AL	Sphere	5-6 MINUTES	It appeared to be a white orb surrounded by red and blue orbiting lights, traveling northwest at 9.00 p. m. July 14, 2008.	8/12/08	34.6436255,-86.049375	
7/7/08 00:15	Chelsea	AL	Triangle	30 minutes	Small triangular object flying in large circles above our area with lights in each corner making a very strange resonating sound.	8/12/08	33.326081,-86.635496	
7/6/08 01:45	Sylacauga	AL	Rectangle	2 Hours 25 Minutes	July 6 2008 on or about 1:45 AM and ended at 4:10 AM Location Sylacauga Alabama, 35151, The object was Rectangle in shape, and addition	8/12/08	33.1762577,-86.260547	
6/27/08 08:00	Gardendale	AL	Disk	30 seconds	UFO seen above Gardendale Alabama while driving on the interstate into work at 8:00 am.	7/5/08	33.666879,-86.805474	
6/9/08 20:36	Adamsville	AL	Sphere	2 minutes	Evening sighting, one spherical object, two witnesses.	6/12/08	33.6063653,-86.974462	
6/4/08 00:00	Birmingham	AL	Unknown	4 minutes	I was camping with my friends in a restricted area.  I went off 20 yards by my self to use the restroom and smoke a cigarette since my	10/31/08	33.5206608,-86.80249	
6/1/08 17:00	Dothan	AL	Other	10 min.	Multiple white horizontal UFOs stationary NE of Dothan, AL	10/31/08	31.2232313,-85.3904889	
5/29/08 00:24	Guntersville	AL	Unknown		((HOAX??))  UFO'S In my woods!!!	8/12/08	34.3672871,-86.263411	
5/23/08 02:15	Athens	AL	Light	10 seconds	Bright light  appearing over Athens, Alabama  and then winked out	6/12/08	34.7844835,-86.951378	
5/10/08 22:00	Scottsboro	AL	Oval	30 mins	Dark, very big long, flat oblong flying object with one maybe 2 rows of very bright lights along the bottom.	6/12/08	34.6436255,-86.049375	
4/25/08 16:40	Madison	AL	Sphere	1 PHOTO	object in back groung.	7/5/08	34.7099951,-86.751702	
4/23/08 01:30	Addison	AL	Disk	Less than 5 min.	Large, colorful disk shaped ufo over Addison.	6/12/08	34.2020112,-87.176285	
4/22/08 22:30	Saraland	AL	Egg	about 3min.	We saw a bright egg shaped craft after work.	6/12/08	30.8310841,-88.098057	
4/20/08 18:45	Dothan	AL	Diamond	5 minutes	Possible UFO in the South	6/12/08	31.2232313,-85.3904889	
4/20/08 04:00	Gulf Shores	AL	Circle	1 hour	My friend and I were sitting on the beach enjoying the full moon and stars. All of sudden the clouds began clustering together and we c	6/12/08	30.2702676,-87.698582	
4/11/08 22:30	Bessemer (near)	AL	Light	5 minutes	If this was man made, we have some great technology that is incredible.	6/12/08	33.3713996,-86.97077	
4/3/08 07:15	Birmingham	AL	Cigar	5-6 minutes	Weird thing over high school	6/12/08	33.5206608,-86.80249	
4/1/08 03:30	Tuscaloosa	AL	Other	2-3 mins	Trapezoid shaped hovering craft with dark red flashing lights moved side to side directly above me.	10/31/08	33.2098407,-87.5691735	
3/22/08 21:00	Lanett	AL	Circle	30 min	((HOAX??))  Flying, pulsating object hovering above cow pasture.	3/31/08	32.8618372,-85.206843	
3/21/08 05:45	Borden Springs	AL	Cigar	2 minutes	Glowing cigar-shaped craft slides across predawn skies in Alabama.	3/31/08	33.9298234,-85.470235	
3/16/08 23:16	Birmingham	AL	Triangle	10-20 seconds	Light blue triangle over Southern Pines subdivision	3/31/08	33.5206608,-86.80249	
3/14/08 04:00	Tuscaloosa	AL	Other	25 mins	Egg shaped flashing silent craft flew in front of the moon and 5 more over my house.	10/31/08	33.2098407,-87.5691735	
2/23/08 21:00	Dutton	AL	Changing	10min	lights changed position when i flashed my car lights at it	3/4/08	34.6061464,-85.911844	
1/28/08 15:30	Livingston	AL	Cigar	2 minutes	shiny cigar object in sky in daylight, with airplane keeping pace	2/14/08	32.5983186,-88.189042	
1/24/08 23:30	Florence	AL	Teardrop	10 seconds	A free-fallin teardrop shaped neon green object vanished right before crashing into the ground.	2/14/08	34.8301525,-87.665257	
1/24/08 19:00	Valley	AL	Fireball	00:08	It appeared to be a meteorite and it fizzled out before it landed.	2/14/08	34.0820451,-86.936392	
1/24/08 18:00	Auburn	AL	Other	Short	Did anyone see relatively slow moving big ball of fire go across night sky @ apprx. 6:30 pm Central on 1/24/08 - very obvious - possibl	2/14/08	32.6107509,-85.486893	
1/20/08 22:09	Haleyville	AL	Triangle	10 - 12 minutes	Triangle seen in silhoutte against lunar disk.  ((NUFORC Note:  Exceptionally good report; object seen on edge of full Moon.  PD))	2/14/08	34.2347734,-87.616448	
1/3/08 20:30	Flat Rock	AL	Diamond		Odd shifting light that changes colors and has never been seen in the sky around my house since I  have lived there possible UFO?????	1/21/08	34.5975923,-87.2241848	
12/12/07 21:00	Birmingham	AL	Cylinder	20 seconds	A cylinder of blue pulsing light and some sort of craft concealed in a thick low hanging cloud	3/4/08	33.5206608,-86.80249	
12/11/07 21:00	Madison	AL	Circle	9 minutes	Small , violet-blue, quiet u.f.o. moves and hovers around grocery store parking lot in Madison, Alabama.	3/4/08	34.7099951,-86.751702	
12/11/07 21:00	Madison	AL	Disk	5 mintues	Disc with 4 blue lights.	3/4/08	34.7099951,-86.751702	
12/10/07 18:10	Dothan	AL	Light	One minute	A comet type object in night sky.  ((NUFORC Note:  Missile venting fuel in space.  PD))	3/4/08	31.2232313,-85.3904889	
12/10/07 18:03	Dora	AL	Changing	still going at 6:22	Comet-like cloud with faint flashing light appeared in clear starry sky.  ((NUFORC Note:  Missile venting fuel in space.  PD))	1/21/08	33.7292613,-87.084964	
12/10/07 18:00	Gardendale	AL	Other	2 hours	Strange object over Alabama, cloudy and spherical in shape.  ((NUFORC Note:  Missile venting fuel in space.  PD))	3/4/08	33.666879,-86.805474	
12/10/07 17:30	Shelby	AL	Circle	80 minutes	Large round object with long and wide tail was seen moving slow in a northeast direction in evening sky.	1/21/08	30.2596468,-87.6594292	
11/19/07 04:00	Huntsville	AL	Light	2 hrs	large white object at tree top level, slowly moves higher in sky as the sun comes up.  ((NUFORC Note:  Sighting of Venus.  PD))	11/28/07	34.7303688,-86.5861037	
11/8/07 23:15	Mobile	AL	Fireball	5 seconds	Green Fireball	11/28/07	30.6943566,-88.0430541	
10/21/07 03:00	Daphne	AL	Disk	all night	Disk above Daphne AL, accompanied by a light.	11/28/07	30.6296718,-87.889063	
10/11/07 20:30	Gulf Shores	AL	Disk	30 min.	Brightly lighted Object appeared total of 6-8 times in different locations in night sky over ocean for few seconds and disappeared	11/28/07	30.2702676,-87.698582	
10/1/07 04:00	Gadsden	AL	Unknown	Still happening	The bright white light from last night made a return appearance tonight.  ((NUFORC Note:  Star??  PD))	10/8/07	34.0092703,-86.015175	
9/30/07 04:15	Gadsden	AL	Changing	Still happening	A hovering light in the sky that was too big and bright to be a star or planet. ((NUFORC Note:  Sighting of Venus in eastern sky?? PD))	10/8/07	34.0092703,-86.015175	
9/14/07 23:23	Jackson	AL	Triangle	App. 30 seconds	Triangular light-formation over forest near Jackson, AL around midnight.	6/3/10	34.7714777,-87.7878094	
8/19/07 20:30	Birmingham	AL	Disk	1 minute	UFO Sighting over townhome community in Birmingham Alabama.  ((NUFORC Note:  We cannot certify that this is a serious report.  PD))	10/8/07	33.5206608,-86.80249	
8/8/07 23:00	Montgomery	AL	Circle	unknown	((HOAX)) A space ship about half the size of a golf green ,child sized aliens, and burned grass of area that the space ship landed	8/14/07	32.3668052,-86.2999689	
7/27/07 06:00	Millbrook	AL	Oval	Few seconds	UFO moving West on Cobbs Ford Road  toward Prattville, AL - Oval shape and glowing.	10/31/08	32.503526,-86.372728	
7/25/07 21:27	Birmingham	AL	Unknown	5-7 minutes	Two pinpoints of light over DoubleOak Mtn.	8/7/07	33.5206608,-86.80249	
7/25/07 21:00	Fort Morgan	AL	Light	10 minutes	Orange Glowing Unidentified objects over the Gulf seen by 4 different people at once	8/7/07	34.4070385,-86.7197198	
7/22/07 06:30	Birmingham	AL	Chevron	5 seconds	southwestern skies of Birmingham, black object dart and zig zag then flee without trace	8/7/07	33.5206608,-86.80249	
7/6/07 16:00	Alabama (above; in flight)	AL	Other	45 secs	Speared shaped object spotted over Alabama while on a  flight to Florida	8/7/07	32.7504062,-86.7502625	
7/4/07 03:00	Huntsville	AL	Disk		A picture of a UFO in the sky in a picture a disk shape	8/7/07	34.7303688,-86.5861037	
7/3/07 21:30	Southside	AL	Triangle	4-6 minutes	At approximately 9:30 PM (21:30) I was on my deck smoking a cigarette and as I do nightly, looked into the sky to see the clarity of th	8/7/07	33.9010431,-86.024057	
6/26/07 21:00	Gulf Shores	AL	Light	15 min	Red lighting object over gulf	8/7/07	30.2702676,-87.698582	
6/25/07 02:20	Prattville	AL	Triangle	10 secs	Dark triangular craft. Was flying slow, as well as low. No lights. Strange, loud, pulsating, humming sound.	8/7/07	32.4599328,-86.45922	
6/23/07 21:10	Grand Bay	AL	Fireball	5 seconds	Decending Green fire ball traveling east to west over south Mobile county , Alabama	8/7/07	30.4763084,-88.3422303	
6/21/07 23:15	Mobile	AL	Fireball	2 seconds	Left my brothers home at 1115 pm on thursday night. Got in car and backed out of drive way. Saw bright green flash of light in southern	8/7/07	30.6943566,-88.0430541	
6/7/07 00:00	Florala (??)	AL			Also a few months ago I had a very vivid dream in which I was on board a craft, and was able to see the road, ground, telephone poles,	10/8/07	31.0175734,-86.313853	
6/6/07 22:00	Fort Morgan	AL	Light	10 minutes	Anomalous lights witnessed near Gulf Shore, AL	8/7/07	34.4070385,-86.7197198	
6/6/07 22:00	Gulf Shores	AL	Changing	34 minutes	Orange Glowing Unidentified objects over the Gulf seen by 4 different people at once.	6/12/07	30.2702676,-87.698582	
6/4/07 21:35	Valley	AL	Sphere	20 Seconds	Very bright sphere of light that managed to defy the laws of physics in rural Alabama.	6/12/07	34.0820451,-86.936392	
6/3/07 21:00	Orange Beach	AL	Light	5 minutes	star like object flys in night sky	6/12/07	30.2932495,-87.583596	
5/10/07 21:00	Anniston	AL	Light	about 2 hours	i did manage to get a picture of the cresent light on my camera phone...	6/12/07	33.6598257,-85.8316318	
5/1/07 00:20	Birmingham	AL	Other	several seconds	Two objects possibly one moving quickly across the sky.	6/12/07	33.5206608,-86.80249	
4/28/07 19:30	Australia	AL	Light	5 SECONDS	A BLUE SPHERE APPEARED FOR A FEW SECONDS THEN SPED OFF AT INCREDIBLE SPEED	6/12/07	-38.6666667,146.6833333	
4/27/07 22:00	Madison	AL	Light	3 hours	This is my second  report , I'm still watching this bright star like ufo.	6/12/07	34.7099951,-86.751702	
4/23/07 08:00	Elmore	AL	Triangle	10 minutes	A seemingly cloaked or disguised craft	4/27/07	32.5451075,-86.322364	
4/17/07 21:00	Auburn	AL	Other	10 minutes	Bright White Light in distant sky, stationary, but gone one hour later. Other object red and green and dim.	4/27/07	32.6107509,-85.486893	
4/12/07 21:00	Madison	AL	Light	2 hours	Star like ufo decends down slowly from high in the sky until it gets about tree top level.  ((NUFORC Note:  Venus sighting.  PD))	4/27/07	34.7099951,-86.751702	
4/6/07 20:45	Jacksonville	AL	Diamond	45 sec.	Silent Light passes from Southern to Northern Horizon	4/27/07	33.8083447,-85.754348	
4/5/07 19:00	Huntsville	AL	Triangle	7 minutes	large triangular object near UAH in Huntsville, Al moving very slowly with no sound	8/7/07	34.7303688,-86.5861037	
3/17/07 08:00	Ozark	AL	Unknown	5 minutes	3 objects,that left 3 hugh flashes	4/27/07	31.4504584,-85.647206	
2/28/07 20:00	Madison	AL	Triangle	12 minutes	Two Triangular Craft over Madison Alabama	3/8/07	34.7099951,-86.751702	
2/28/07 18:00	Athens	AL	Triangle	2 min	2 Triangular aircraft in Athens, AL	8/7/07	34.7844835,-86.951378	
2/28/07 09:00	Eastaboga	AL	Other	30 sec	Large white UFO spotted over Eastaboga, Alabama	3/8/07	33.6059367,-86.0213587	
2/28/07 06:00	Springville	AL	Unknown	20 MIN.	3 bright yellowish white lights,side by side appeared around 6 AM, in the dense woods across the road from our house.	3/8/07	33.7461467,-86.484728	
2/25/07 21:30	Auburn	AL	Light	~ 5 seconds	Intense bright, spherical white light over Auburn University campus ~9:30pm 2/25/07	3/8/07	32.6107509,-85.486893	
1/23/07 21:00	Hoover	AL	Triangle	2 min.	Triangle shaped, white lights on the side, red light in middle. hovered over trees for a couple min.	10/8/07	33.4053867,-86.8113782	
1/16/07 18:00	Woodville	AL	Light	30 minutes	My husband and I have been seeing a light on the western horizon right at about 6pm every night for a while now. We traveled west on Hw	2/24/07	34.6255867,-86.279193	
